IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-2-5,F-1-2-6,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-2-5,F-2-2-6
217.68.254.137,100,16,TRUE,2018/6/19 03:33,R_1rwy94tKEq0DnkI,,,,,51.88330078,0.899993896,anonymous,EN,6.847,6.847,8.14,1,Prime Minister 1,5.978,5.978,7.267,1,Prime Minister 1,Minister's Scandal,Plagiarism,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Gender,Male,Sexual Harassment,Conservative Party,Liberal Democrats,Male,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Gender,Female,Sexual Harassment,Labour Party,Labour Party,Male,Scandal,Misreporting Funds,EU Integration,Neutral,Misreporting Funds,Oppose EU Integration,Scandal,No Scandal,EU Integration,Support EU Integration,Having an Extranarital Affair,Neutral
82.27.112.61,100,51,TRUE,2018/6/19 03:46,R_xatdHQzQXOtjyWl,,,,,51.88330078,0.899993896,anonymous,EN,1.636,22.175,22.915,7,Prime Minister 2,1.238,27.248,27.989,9,Prime Minister 1,Gender,Male,Minister's Scandal,Sexual Harassment,EU Integration,Neutral,Scandal,Sexual Harassment,Male,Plagiarism,Neutral,No Scandal,Gender,Female,Minister's Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Female,Misreporting Funds,Oppose EU Integration,Misreporting Funds,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Labour Party,Labour Party,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Labour Party,Labour Party
155.245.58.127,100,19,TRUE,2018/6/19 03:52,R_3fvJiCyOvZL4zGE,,,,,51.88279724,1.004592896,anonymous,EN,7.543,7.543,9.716,1,Prime Minister 2,6.42,6.42,7.78,1,Prime Minister 1,Minister's Partisanship,Conservative Party,Gender,Male,Scandal,Having an Extranarital Affair,EU Integration,Oppose EU Integration,Labour Party,Female,Misreporting Funds,Oppose EU Integration,Minister's Partisanship,Conservative Party,Gender,Female,Scandal,No Scandal,EU Integration,Support EU Integration,Conservative Party,Male,Misreporting Funds,Support EU Integration,Minister's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Having an Extramarital Affair,Labour Party,Minister's Scandal,Plagiarism,Party Affiliation,Conservative Party,Plagiarism,Conservative Party
82.132.227.74,100,30,TRUE,2018/6/19 03:55,R_3jTDIWS3Nootk9Y,,,,,51.6000061,-0.066696167,anonymous,EN,2.919,13.355,14.38,3,Prime Minister 1,4.416,12.033,12.45,5,Prime Minister 2,Scandal,Plagiarism,Gender,Female,EU Integration,Neutral,Minister's Scandal,Sexual Harassment,Misreporting Funds,Female,Support EU Integration,Sexual Harassment,Scandal,Misreporting Funds,Gender,Female,EU Integration,Oppose EU Integration,Minister's Scandal,Having an Extramarital Affair,No Scandal,Female,Oppose EU Integration,Sexual Harassment,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,Labour Party,Labour Party,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Conservative Party,Conservative Party
86.147.203.180,100,23,TRUE,2018/6/19 03:56,R_3KqjdZk5iMgbH1c,,,,,51.88330078,0.566696167,anonymous,EN,2.119,10.586,12.658,4,Prime Minister 2,6.554,8.396,9.242,3,Prime Minister 2,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Gender,Female,Scandal,Sexual Harassment,Conservative Party,Liberal Democrats,Male,No Scandal,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Gender,Female,Scandal,Sexual Harassment,Conservative Party,Conservative Party,Female,Misreporting Funds,EU Integration,Neutral,Minister's Scandal,Misreporting Funds,Support EU Integration,Misreporting Funds,EU Integration,Oppose EU Integration,Minister's Scandal,Sexual Harassment,Support EU Integration,Plagiarism
86.132.231.179,100,67,TRUE,2018/6/19 03:58,R_1DJ7Rk9Z3Wqvi7t,,,,,50.8500061,0.566696167,anonymous,EN,2.555,48.078,50.189,2,Prime Minister 2,4.628,17.267,19.545,3,Prime Minister 1,Scandal,Having an Extranarital Affair,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Minister's Scandal,Misreporting Funds,No Scandal,Conservative Party,Conservative Party,Having an Extramarital Affair,Scandal,No Scandal,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Minister's Scandal,Sexual Harassment,Sexual Harassment,Labour Party,Labour Party,Misreporting Funds,Gender,Female,EU Integration,Oppose EU Integration,Female,Support EU Integration,Gender,Male,EU Integration,Support EU Integration,Female,Oppose EU Integration
77.111.247.72,100,29,TRUE,2018/6/19 04:00,R_ZjFDMYJiMec1AVb,,,,,47,8,anonymous,EN,9.797,9.797,10.607,1,Prime Minister 1,16.279,16.279,17.157,1,Prime Minister 1,Minister's Scandal,Plagiarism,EU Integration,Support EU Integration,Minister's Partisanship,Conservative Party,Gender,Female,Plagiarism,Neutral,Liberal Democrats,Male,Minister's Scandal,Having an Extramarital Affair,EU Integration,Neutral,Minister's Partisanship,Liberal Democrats,Gender,Female,Having an Extramarital Affair,Neutral,Labour Party,Female,Scandal,Having an Extranarital Affair,Party Affiliation,Conservative Party,Sexual Harassment,Conservative Party,Scandal,Having an Extranarital Affair,Party Affiliation,Conservative Party,No Scandal,Labour Party
86.167.232.130,100,49,TRUE,2018/6/19 04:05,R_PwAKc5zqmsPsMud,,,,,51.88330078,0.899993896,anonymous,EN,1.298,17.14,19.553,6,Prime Minister 2,9.54,20.591,23.658,4,Prime Minister 2,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,Scandal,Misreporting Funds,Minister's Scandal,No Scandal,Conservative Party,Liberal Democrats,Plagiarism,No Scandal,Party Affiliation,Conservative Party,Minister's Partisanship,Conservative Party,Scandal,Misreporting Funds,Minister's Scandal,Having an Extramarital Affair,Conservative Party,Liberal Democrats,No Scandal,No Scandal,Gender,Female,EU Integration,Oppose EU Integration,Female,Oppose EU Integration,Gender,Female,EU Integration,Support EU Integration,Male,Neutral
82.132.246.208,100,42,TRUE,2018/6/19 04:06,R_6yPtj4UgsOyAqOt,,,,,52.58329773,-2.133300781,anonymous,EN,4.216,26.31,26.861,6,Prime Minister 2,0.832,11.982,12.415,4,Prime Minister 2,Minister's Partisanship,Conservative Party,Gender,Female,Minister's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Labour Party,Male,Sexual Harassment,Labour Party,Minister's Partisanship,Conservative Party,Gender,Female,Minister's Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,Labour Party,Female,No Scandal,Labour Party,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Support EU Integration,Misreporting Funds,EU Integration,Oppose EU Integration,Scandal,Having an Extranarital Affair,Neutral,Plagiarism
86.30.98.84,100,39,TRUE,2018/6/19 04:09,R_2QuK9ehX0VXA7VD,,,,,51.90859985,0.920898438,anonymous,EN,3.62,28.859,29.913,4,Prime Minister 2,3.626,5.96,6.869,4,Prime Minister 2,Minister's Partisanship,Liberal Democrats,Scandal,Having an Extranarital Affair,Gender,Female,Party Affiliation,Conservative Party,Labour Party,Plagiarism,Male,Labour Party,Minister's Partisanship,Liberal Democrats,Scandal,Misreporting Funds,Gender,Male,Party Affiliation,Conservative Party,Conservative Party,Plagiarism,Female,Conservative Party,EU Integration,Neutral,Minister's Scandal,Misreporting Funds,Support EU Integration,Misreporting Funds,EU Integration,Neutral,Minister's Scandal,Having an Extramarital Affair,Support EU Integration,Plagiarism
86.148.156.140,100,36,TRUE,2018/6/19 04:09,R_1Lu2iKWAoP2KDZC,,,,,51.88330078,0.366699219,anonymous,EN,9.624,9.624,10.769,1,Prime Minister 2,23.806,23.806,24.857,1,Prime Minister 1,Gender,Male,Party Affiliation,Labour Party,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Labour Party,Male,Conservative Party,Misreporting Funds,Liberal Democrats,Gender,Female,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,Minister's Partisanship,Conservative Party,Male,Labour Party,Sexual Harassment,Labour Party,Scandal,Sexual Harassment,EU Integration,Neutral,Having an Extranarital Affair,Neutral,Scandal,Sexual Harassment,EU Integration,Support EU Integration,Plagiarism,Neutral
81.109.254.163,100,19,TRUE,2018/6/19 04:11,R_3oMIedieTMB2LwG,,,,,51.3999939,0.050003052,anonymous,EN,2.321,8.821,9.394,4,Prime Minister 1,4.358,8.322,8.966,3,Prime Minister 1,Minister's Scandal,No Scandal,Gender,Female,Minister's Partisanship,Conservative Party,Scandal,No Scandal,Sexual Harassment,Male,Conservative Party,No Scandal,Minister's Scandal,Plagiarism,Gender,Female,Minister's Partisanship,Liberal Democrats,Scandal,Plagiarism,Sexual Harassment,Male,Liberal Democrats,Plagiarism,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Conservative Party,Neutral,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Conservative Party,Oppose EU Integration
31.221.65.146,100,29,TRUE,2018/6/19 04:12,R_3D8sBiqLxjX70dk,,,,,51.51420593,-0.093093872,anonymous,EN,1.526,10.889,12.882,4,Prime Minister 1,0.994,13.812,15.548,4,Prime Minister 1,Minister's Partisanship,Conservative Party,Minister's Scandal,Plagiarism,EU Integration,Neutral,Gender,Female,Labour Party,Plagiarism,Support EU Integration,Female,Minister's Partisanship,Conservative Party,Minister's Scandal,Sexual Harassment,EU Integration,Oppose EU Integration,Gender,Female,Conservative Party,Sexual Harassment,Support EU Integration,Male,Scandal,Having an Extranarital Affair,Party Affiliation,Conservative Party,Sexual Harassment,Labour Party,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,No Scandal,Conservative Party
86.12.161.20,100,32,TRUE,2018/6/19 04:19,R_2TMFTOH3iiNPZ46,,,,,51.51420593,-0.093093872,anonymous,EN,17.307,17.307,19.028,1,Prime Minister 1,10.996,10.996,12.027,1,Prime Minister 1,Party Affiliation,Conservative Party,Gender,Female,Scandal,Having an Extranarital Affair,EU Integration,Neutral,Labour Party,Female,No Scandal,Neutral,Party Affiliation,Conservative Party,Gender,Female,Scandal,Having an Extranarital Affair,EU Integration,Oppose EU Integration,Labour Party,Male,Sexual Harassment,Oppose EU Integration,Minister's Scandal,Plagiarism,Minister's Partisanship,Conservative Party,Sexual Harassment,Labour Party,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,Sexual Harassment,Labour Party
5.151.215.96,100,23,TRUE,2018/6/19 04:21,R_u56yiMXTEO9s5GN,,,,,51.90859985,0.920898438,anonymous,EN,2.677,12.926,13.375,5,Prime Minister 2,2.398,8.759,8.789,5,Prime Minister 1,Scandal,Having an Extranarital Affair,EU Integration,Support EU Integration,Minister's Scandal,Misreporting Funds,Gender,Male,No Scandal,Support EU Integration,Plagiarism,Male,Scandal,Misreporting Funds,EU Integration,Oppose EU Integration,Minister's Scandal,Misreporting Funds,Gender,Male,Sexual Harassment,Oppose EU Integration,Misreporting Funds,Female,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Liberal Democrats,Conservative Party,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Conservative Party,Conservative Party
86.1.190.190,100,49,TRUE,2018/6/19 04:27,R_1QB1dq6c3ZDJ6u1,,,,,51.90859985,0.920898438,anonymous,EN,14.335,23.105,24.691,3,Prime Minister 2,7.271,21.455,23.234,3,Prime Minister 1,Minister's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Minister's Scandal,Misreporting Funds,Gender,Female,Labour Party,Labour Party,Misreporting Funds,Female,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Minister's Scandal,Misreporting Funds,Gender,Male,Conservative Party,Conservative Party,Having an Extramarital Affair,Male,Scandal,Having an Extranarital Affair,EU Integration,Neutral,Having an Extranarital Affair,Oppose EU Integration,Scandal,No Scandal,EU Integration,Support EU Integration,Sexual Harassment,Oppose EU Integration
86.1.186.170,100,19,TRUE,2018/6/19 04:33,R_5AsQZ2Uuun30f5v,,,,,51.88330078,0.899993896,anonymous,EN,1.358,6.924,8.133,5,Prime Minister 2,1.393,9.352,10.372,4,Prime Minister 2,Minister's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Minister's Partisanship,Liberal Democrats,EU Integration,Neutral,Having an Extramarital Affair,Conservative Party,Conservative Party,Support EU Integration,Minister's Scandal,Sexual Harassment,Party Affiliation,Labour Party,Minister's Partisanship,Labour Party,EU Integration,Support EU Integration,Plagiarism,Labour Party,Labour Party,Neutral,Gender,Male,Scandal,Plagiarism,Female,No Scandal,Gender,Female,Scandal,No Scandal,Female,Misreporting Funds
155.245.59.228,100,22,TRUE,2018/6/19 04:34,R_07G809V0zowX4GZ,,,,,51.94999695,1.066696167,anonymous,EN,12.029,12.029,13.526,1,Prime Minister 2,6.195,6.195,8.079,1,Prime Minister 1,Minister's Partisanship,Labour Party,Gender,Female,Minister's Scandal,Plagiarism,Scandal,Misreporting Funds,Liberal Democrats,Male,Plagiarism,Having an Extranarital Affair,Minister's Partisanship,Conservative Party,Gender,Male,Minister's Scandal,Plagiarism,Scandal,Misreporting Funds,Liberal Democrats,Male,Plagiarism,Misreporting Funds,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Support EU Integration,Conservative Party,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Oppose EU Integration,Conservative Party
81.154.34.58,100,12,TRUE,2018/6/19 04:36,R_21H5NfL2T6FhsOP,,,,,51.88330078,0.899993896,anonymous,EN,1.808,2.446,2.918,3,Prime Minister 2,2.04,3.336,3.722,3,Prime Minister 2,Gender,Female,Scandal,No Scandal,Minister's Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Female,Sexual Harassment,Misreporting Funds,Conservative Party,Gender,Female,Scandal,Plagiarism,Minister's Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Female,Having an Extranarital Affair,No Scandal,Labour Party,EU Integration,Support EU Integration,Minister's Partisanship,Liberal Democrats,Oppose EU Integration,Conservative Party,EU Integration,Support EU Integration,Minister's Partisanship,Conservative Party,Neutral,Labour Party
82.71.32.36,100,35,TRUE,2018/6/19 04:41,R_2X07gEv4YeGozwO,,,,,50.8500061,0.566696167,anonymous,EN,17.535,17.535,18.148,1,Prime Minister 2,6.096,6.096,7.153,1,Prime Minister 1,EU Integration,Oppose EU Integration,Minister's Partisanship,Labour Party,Party Affiliation,Labour Party,Minister's Scandal,Plagiarism,Support EU Integration,Labour Party,Labour Party,Sexual Harassment,EU Integration,Neutral,Minister's Partisanship,Liberal Democrats,Party Affiliation,Conservative Party,Minister's Scandal,Misreporting Funds,Oppose EU Integration,Labour Party,Labour Party,Plagiarism,Scandal,Plagiarism,Gender,Male,Having an Extranarital Affair,Female,Scandal,Misreporting Funds,Gender,Female,Misreporting Funds,Female
94.193.118.68,100,27,TRUE,2018/6/19 04:41,R_2V93q8NB0HV5JhP,,,,,52.08329773,1.166702271,anonymous,EN,3.207,13.628,14.878,5,Prime Minister 2,8.137,9.535,10.94,3,Prime Minister 2,Gender,Female,EU Integration,Oppose EU Integration,Scandal,Plagiarism,Party Affiliation,Labour Party,Male,Neutral,Misreporting Funds,Conservative Party,Gender,Female,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Female,Support EU Integration,No Scandal,Conservative Party,Minister's Partisanship,Labour Party,Minister's Scandal,Plagiarism,Liberal Democrats,Having an Extramarital Affair,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Plagiarism,Liberal Democrats,No Scandal
86.14.187.92,100,9,TRUE,2018/6/19 04:51,R_2XjkOPAYImAcqT6,,,,,51.90859985,0.920898438,anonymous,EN,1.146,4.084,4.821,3,Prime Minister 2,0.902,2.282,2.914,3,Prime Minister 1,EU Integration,Oppose EU Integration,Gender,Male,Scandal,Sexual Harassment,Minister's Partisanship,Conservative Party,Oppose EU Integration,Male,Sexual Harassment,Labour Party,EU Integration,Oppose EU Integration,Gender,Female,Scandal,No Scandal,Minister's Partisanship,Liberal Democrats,Support EU Integration,Male,Plagiarism,Liberal Democrats,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,Labour Party,Having an Extramarital Affair,Party Affiliation,Conservative Party,Minister's Scandal,No Scandal,Conservative Party,Plagiarism
86.30.73.93,100,35,TRUE,2018/6/19 04:54,R_BSxfEzP3MC5e277,,,,,51.88330078,0.899993896,anonymous,EN,13.282,15.557,18.236,2,Prime Minister 1,5.821,12.091,14.363,2,Prime Minister 1,Minister's Scandal,Sexual Harassment,Minister's Partisanship,Liberal Democrats,EU Integration,Neutral,Gender,Male,Misreporting Funds,Labour Party,Oppose EU Integration,Female,Minister's Scandal,No Scandal,Minister's Partisanship,Liberal Democrats,EU Integration,Oppose EU Integration,Gender,Male,No Scandal,Labour Party,Oppose EU Integration,Female,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Sexual Harassment,Labour Party,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,Sexual Harassment,Labour Party
85.255.237.90,100,13,TRUE,2018/6/19 04:55,R_9WEOl6sxklkdDBn,,,,,51.51420593,-0.093093872,anonymous,EN,2.171,7.122,7.367,5,Prime Minister 2,2.887,3.681,4.093,4,Prime Minister 1,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Misreporting Funds,Gender,Female,EU Integration,Oppose EU Integration,Labour Party,Sexual Harassment,Female,Support EU Integration,Minister's Partisanship,Liberal Democrats,Minister's Scandal,Misreporting Funds,Gender,Male,EU Integration,Support EU Integration,Liberal Democrats,Having an Extramarital Affair,Female,Oppose EU Integration,Scandal,Having an Extranarital Affair,Party Affiliation,Conservative Party,Having an Extranarital Affair,Labour Party,Scandal,No Scandal,Party Affiliation,Conservative Party,No Scandal,Conservative Party
151.224.218.189,100,30,TRUE,2018/6/19 04:55,R_28TzRCrsqoZRE4I,,,,,52.08329773,1.166702271,anonymous,EN,14.664,14.664,16.2,1,Prime Minister 1,11.792,12.66,13.054,2,Prime Minister 1,Minister's Partisanship,Conservative Party,Minister's Scandal,Plagiarism,EU Integration,Support EU Integration,Scandal,Plagiarism,Labour Party,Misreporting Funds,Neutral,Having an Extranarital Affair,Minister's Partisanship,Conservative Party,Minister's Scandal,Plagiarism,EU Integration,Neutral,Scandal,Misreporting Funds,Labour Party,No Scandal,Neutral,Plagiarism,Gender,Male,Party Affiliation,Conservative Party,Male,Labour Party,Gender,Female,Party Affiliation,Conservative Party,Male,Labour Party
94.197.120.183,100,17,TRUE,2018/6/19 05:10,R_3Dcpqeg4AEcuWUJ,,,,,51.51420593,-0.093093872,anonymous,EN,4.689,9.666,10.378,5,Prime Minister 2,3.536,4.597,5.283,4,Prime Minister 2,EU Integration,Oppose EU Integration,Party Affiliation,Labour Party,Scandal,Plagiarism,Minister's Partisanship,Labour Party,Support EU Integration,Labour Party,Misreporting Funds,Labour Party,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Scandal,Plagiarism,Minister's Partisanship,Labour Party,Support EU Integration,Conservative Party,No Scandal,Conservative Party,Gender,Male,Minister's Scandal,Plagiarism,Male,Sexual Harassment,Gender,Female,Minister's Scandal,Misreporting Funds,Male,No Scandal
