IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q2,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4
81.135.1.48,100,25,TRUE,2018/6/19 07:59,R_3qNKQUrWaRMOCXh,,,,,51.89660645,-0.634506226,anonymous,EN,10.219,10.219,12.176,1,Candidate 1,8.694,8.694,11.744,1,Candidate 2,Gender,Female,Scandal,No Scandal,EU Integration,Neutral,Party Affiliation,Conservative Party,Male,No Scandal,Support EU Integration,Labour Party,Gender,Female,Scandal,No Scandal,EU Integration,Support EU Integration,Party Affiliation,Labour Party,Male,No Scandal,Support EU Integration,Conservative Party
213.205.251.27,100,15,TRUE,2018/6/19 07:59,R_2riMv1oalozPNSf,,,,,51.55000305,0.166702271,anonymous,EN,7.899,7.907,8.6,2,Candidate 2,3.021,4.477,5.048,3,Candidate 2,Gender,Female,Scandal,No Scandal,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Female,No Scandal,Labour Party,Support EU Integration,Gender,Female,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,EU Integration,Oppose EU Integration,Male,No Scandal,Liberal Democrats,Support EU Integration
86.135.29.157,100,42,TRUE,2018/6/19 08:00,R_3DpCLHWV2QwPGdy,,,,,51.88330078,0.899993896,anonymous,EN,24.974,27.764,28.433,3,Candidate 2,11.914,11.937,13.29,2,Candidate 1,Gender,Female,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Scandal,Having an Extramarital Affair,Male,Labour Party,Support EU Integration,No Scandal,Gender,Male,Party Affiliation,Liberal Democrats,EU Integration,Support EU Integration,Scandal,Sexual Harassment,Male,Labour Party,Oppose EU Integration,Sexual Harassment
86.11.249.25,100,17,TRUE,2018/6/19 08:01,R_3qwyB5aXTA320gw,,,,,51.88330078,0.899993896,anonymous,EN,2.102,9.67,12.262,6,Candidate 1,1.539,2.499,3.006,4,Candidate 1,Scandal,No Scandal,Party Affiliation,Liberal Democrats,Gender,Female,EU Integration,Support EU Integration,Having an Extramarital Affair,Conservative Party,Male,Neutral,Scandal,No Scandal,Party Affiliation,Liberal Democrats,Gender,Female,EU Integration,Neutral,Sexual Harassment,Conservative Party,Male,Neutral
217.9.203.114,100,22,TRUE,2018/6/19 08:06,R_2TB2oSodMJ0aoVP,,,,,53.16670227,-3.083297729,anonymous,EN,6.651,10.439,11.714,4,Candidate 2,9.102,9.11,9.887,2,Candidate 1,Party Affiliation,Liberal Democrats,EU Integration,Neutral,Gender,Male,Scandal,Plagiarism,Liberal Democrats,Neutral,Female,Having an Extramarital Affair,Party Affiliation,Conservative Party,EU Integration,Support EU Integration,Gender,Female,Scandal,Having an Extramarital Affair,Liberal Democrats,Oppose EU Integration,Male,Having an Extramarital Affair
155.245.56.74,100,23,TRUE,2018/6/19 08:09,R_1d5H1EqUMiHmWyB,,,,,51.90859985,0.920898438,anonymous,EN,11.002,11.002,12.793,1,Candidate 1,9.118,9.118,10.572,1,Candidate 1,EU Integration,Support EU Integration,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Gender,Male,Neutral,Liberal Democrats,Sexual Harassment,Male,EU Integration,Neutral,Party Affiliation,Labour Party,Scandal,Having an Extramarital Affair,Gender,Male,Neutral,Conservative Party,Sexual Harassment,Male
217.43.97.236,100,36,TRUE,2018/6/19 08:11,R_9Mn2Kb6B5KnwRtn,,,,,51.73210144,-1.206298828,anonymous,EN,3.561,17.961,20.662,3,Candidate 2,1.155,12.91,14.339,3,Candidate 1,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Gender,Male,EU Integration,Support EU Integration,Having an Extramarital Affair,Liberal Democrats,Male,Neutral,Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,Gender,Female,EU Integration,Support EU Integration,Misreporting Funds,Conservative Party,Male,Neutral
82.145.55.37,100,12,TRUE,2018/6/19 08:15,R_1Qh0ozUfiEqRI0n,,,,,51.49639893,-0.122406006,anonymous,EN,2.707,2.713,3.779,2,Candidate 2,6.403,6.413,7.376,2,Candidate 1,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,Gender,Female,Oppose EU Integration,Liberal Democrats,No Scandal,Female,EU Integration,Neutral,Party Affiliation,Labour Party,Scandal,No Scandal,Gender,Female,Oppose EU Integration,Liberal Democrats,Misreporting Funds,Female
90.218.93.254,100,34,TRUE,2018/6/19 08:25,R_2E5l5uLeHOM5DUX,,,,,52.08329773,1.166702271,anonymous,EN,15.721,17.559,19.466,2,Candidate 1,10.502,13.598,15.694,2,Candidate 2,EU Integration,Support EU Integration,Gender,Male,Party Affiliation,Liberal Democrats,Scandal,No Scandal,Oppose EU Integration,Male,Liberal Democrats,Sexual Harassment,EU Integration,Oppose EU Integration,Gender,Male,Party Affiliation,Labour Party,Scandal,Plagiarism,Neutral,Female,Labour Party,No Scandal
2.223.33.220,100,24,TRUE,2018/6/19 08:28,R_b8FnjSKLTs6X2W5,,,,,52.08329773,1.166702271,anonymous,EN,1.447,11.845,11.911,4,Candidate 1,4.04,10.059,10.605,3,Candidate 2,Party Affiliation,Labour Party,Gender,Female,EU Integration,Oppose EU Integration,Scandal,Plagiarism,Conservative Party,Female,Oppose EU Integration,Having an Extramarital Affair,Party Affiliation,Conservative Party,Gender,Male,EU Integration,Neutral,Scandal,Having an Extramarital Affair,Labour Party,Female,Neutral,Misreporting Funds
90.252.28.83,100,22,TRUE,2018/6/19 08:28,R_12EnhJDjCAnwcsG,,,,,50.86669922,-1.016693115,anonymous,EN,9.71,9.71,12.797,1,Candidate 2,5.708,5.708,8.288,1,Candidate 1,EU Integration,Oppose EU Integration,Gender,Female,Party Affiliation,Labour Party,Scandal,Sexual Harassment,Neutral,Female,Labour Party,Plagiarism,EU Integration,Support EU Integration,Gender,Female,Party Affiliation,Labour Party,Scandal,Misreporting Funds,Neutral,Male,Labour Party,Misreporting Funds
86.154.46.108,100,32,TRUE,2018/6/19 08:58,R_2BznCP512LBSmZY,,,,,51.88330078,0.899993896,anonymous,EN,16.466,16.473,17.899,2,Candidate 1,10.981,10.987,12.801,2,Candidate 1,Scandal,Misreporting Funds,Gender,Male,Party Affiliation,Labour Party,EU Integration,Support EU Integration,Sexual Harassment,Female,Liberal Democrats,Oppose EU Integration,Scandal,Sexual Harassment,Gender,Female,Party Affiliation,Conservative Party,EU Integration,Oppose EU Integration,Misreporting Funds,Female,Conservative Party,Oppose EU Integration
