,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-7,F-1-1-7,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-1-2-5,F-1-2-6,F-1-2-7,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-7,F-2-1-7,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-2-2-5,F-2-2-6,F-2-2-7
186,155.245.28.2,100,16,TRUE,2018/6/4 08:33,R_XMvILLQtSW9MD3X,,,,,51.90859985,0.920898438,anonymous,EN,0,0,9.622,0,2.6,2.6,3.588,1,Minister 1,0.422,0.422,1.128,1,Minister 1,PM's Position in EU Integration,Neutral,EU Integration,Neutral,Gender,Male,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,PM's Scandal,Having an Extramarital Affair,Scandal,No Scandal,Support EU Integration,Support EU Integration,Female,Conservative Party,Liberal Democrats,Misreporting Funds,Sexual Harassment,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Support EU Integration,Gender,Male,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,PM's Scandal,Plagiarism,Scandal,No Scandal,Oppose EU Integration,Neutral,Male,Conservative Party,Conservative Party,Sexual Harassment,No Scandal
187,155.245.28.10,100,6,TRUE,2018/6/4 08:34,R_blTbhpUPxK2Oann,,,,,51.90859985,0.920898438,anonymous,EN,0,0,1.57,0,0.577,0.577,1.408,1,Minister 2,0.169,0.169,1.147,1,Minister 1,EU Integration,Support EU Integration,Party Affiliation,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Scandal,No Scandal,Gender,Female,PM's Scandal,Sexual Harassment,PM's Partisanship,Labour Party,Support EU Integration,Labour Party,Support EU Integration,No Scandal,Male,Sexual Harassment,Labour Party,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Neutral,Scandal,Misreporting Funds,Gender,Female,PM's Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,Neutral,Labour Party,Support EU Integration,No Scandal,Male,Sexual Harassment,Labour Party
188,155.245.28.11,100,61,TRUE,2018/6/4 08:37,R_3LiHbBJeXkgV4EV,,,,,51.90859985,0.920898438,anonymous,EN,26.376,26.376,29.621,1,21.079,21.079,22.149,1,Minister 2,10.265,10.265,11.114,1,Minister 1,PM's Position in EU Integration,Support EU Integration,EU Integration,Oppose EU Integration,Gender,Male,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,Misreporting Funds,PM's Scandal,Having an Extramarital Affair,Support EU Integration,Neutral,Female,Conservative Party,Conservative Party,No Scandal,No Scandal,PM's Position in EU Integration,Neutral,EU Integration,Oppose EU Integration,Gender,Female,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Scandal,No Scandal,PM's Scandal,Plagiarism,Support EU Integration,Neutral,Female,Conservative Party,Liberal Democrats,Misreporting Funds,Misreporting Funds
189,155.245.28.17,100,73,TRUE,2018/6/4 08:38,R_qQQSVZ2WhlYPBx7,,,,,51.90859985,0.920898438,anonymous,EN,0,0,13.623,0,30.117,30.117,30.867,1,Minister 2,23.593,23.593,30.328,1,Minister 1,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Support EU Integration,Gender,Female,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,PM's Scandal,No Scandal,Conservative Party,Liberal Democrats,Support EU Integration,Male,Oppose EU Integration,No Scandal,Sexual Harassment,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,EU Integration,Support EU Integration,Scandal,No Scandal,PM's Scandal,Plagiarism,Conservative Party,Liberal Democrats,Neutral,Female,Neutral,Misreporting Funds,Having an Extramarital Affair
190,155.245.28.4,100,40,TRUE,2018/6/4 08:38,R_1eJoQl06UDEB4PQ,,,,,51.90859985,0.920898438,anonymous,EN,0,0,3.619,0,11.015,11.015,12.16,1,Minister 2,23.633,23.633,24.508,1,Minister 1,EU Integration,Neutral,PM's Position in EU Integration,Neutral,Gender,Female,PM's Scandal,Misreporting Funds,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,Neutral,Neutral,Female,Sexual Harassment,Having an Extramarital Affair,Conservative Party,Conservative Party,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Support EU Integration,Gender,Male,PM's Scandal,Plagiarism,Scandal,Plagiarism,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,Support EU Integration,Oppose EU Integration,Female,Sexual Harassment,Sexual Harassment,Conservative Party,Conservative Party
191,155.245.28.15,100,25,TRUE,2018/6/4 08:38,R_cHYMWx6ZUhszzZ7,,,,,51.90859985,0.920898438,anonymous,EN,0,0,5.286,0,5.692,5.692,6.8,1,Minister 1,11.226,11.226,12.146,1,Minister 2,PM's Position in EU Integration,Neutral,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Female,PM's Scandal,No Scandal,Scandal,Misreporting Funds,EU Integration,Neutral,Neutral,Conservative Party,Conservative Party,Male,Misreporting Funds,Having an Extramarital Affair,Oppose EU Integration,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Female,PM's Scandal,Having an Extramarital Affair,Scandal,Sexual Harassment,EU Integration,Support EU Integration,Support EU Integration,Conservative Party,Liberal Democrats,Female,Misreporting Funds,Sexual Harassment,Support EU Integration
192,155.245.28.12,100,36,TRUE,2018/6/4 08:38,R_agxAzbpMmoLbUml,,,,,51.90859985,0.920898438,anonymous,EN,0,0,14.76,0,10.735,10.735,11.649,1,Minister 1,8.105,8.105,9.26,1,Minister 2,Scandal,No Scandal,Party Affiliation,Labour Party,Gender,Female,PM's Position in EU Integration,Support EU Integration,PM's Scandal,Plagiarism,PM's Partisanship,Labour Party,EU Integration,Oppose EU Integration,Having an Extramarital Affair,Liberal Democrats,Male,Support EU Integration,Plagiarism,Conservative Party,Oppose EU Integration,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Gender,Female,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,EU Integration,Neutral,Plagiarism,Labour Party,Male,Support EU Integration,Misreporting Funds,Labour Party,Oppose EU Integration
193,155.245.28.14,100,69,TRUE,2018/6/4 08:40,R_3D6jlns64xfXFyR,,,,,51.90859985,0.920898438,anonymous,EN,38.627,38.627,40.326,1,15.784,15.784,17,1,Minister 1,12.868,12.868,13.738,1,Minister 1,EU Integration,Neutral,Party Affiliation,Conservative Party,Gender,Male,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,Scandal,Misreporting Funds,PM's Scandal,Having an Extramarital Affair,Oppose EU Integration,Labour Party,Male,Oppose EU Integration,Labour Party,Plagiarism,Sexual Harassment,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Gender,Female,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,Scandal,Sexual Harassment,PM's Scandal,No Scandal,Neutral,Liberal Democrats,Male,Neutral,Conservative Party,Sexual Harassment,Plagiarism
194,155.245.28.9,100,57,TRUE,2018/6/4 08:41,R_1BPIMzFkA0vYPwe,,,,,51.90859985,0.920898438,anonymous,EN,0,0,9.656,0,20.794,23.924,32.967,2,Minister 1,13.886,13.886,16.224,1,Minister 1,Gender,Female,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Neutral,Party Affiliation,Labour Party,PM's Partisanship,Labour Party,Scandal,Misreporting Funds,PM's Scandal,Having an Extramarital Affair,Female,Oppose EU Integration,Neutral,Liberal Democrats,Conservative Party,Misreporting Funds,Plagiarism,Gender,Female,PM's Position in EU Integration,Neutral,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,Scandal,Misreporting Funds,PM's Scandal,Misreporting Funds,Male,Neutral,Oppose EU Integration,Labour Party,Labour Party,No Scandal,Sexual Harassment
195,155.245.28.8,100,76,TRUE,2018/6/4 08:41,R_2bHLk6YKFvr9Fuj,,,,,51.90859985,0.920898438,anonymous,EN,0,0,26.396,0,36.633,36.633,38.291,1,Minister 2,13.407,13.407,14.055,1,Minister 2,Scandal,Plagiarism,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,No Scandal,Party Affiliation,Liberal Democrats,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,Gender,Female,Plagiarism,Support EU Integration,Plagiarism,Liberal Democrats,Conservative Party,Neutral,Female,Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,No Scandal,Party Affiliation,Conservative Party,PM's Partisanship,Conservative Party,EU Integration,Neutral,Gender,Male,No Scandal,Oppose EU Integration,No Scandal,Labour Party,Labour Party,Oppose EU Integration,Female
196,155.245.28.13,100,75,TRUE,2018/6/4 08:42,R_2Sfzu4pmbW1ZLzU,,,,,51.90859985,0.920898438,anonymous,EN,0,0,28.235,0,19.725,19.725,22.774,1,Minister 2,24.198,24.198,25.734,1,Minister 1,Scandal,Plagiarism,PM's Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Gender,Female,Plagiarism,No Scandal,Oppose EU Integration,Conservative Party,Neutral,Conservative Party,Female,Scandal,Sexual Harassment,PM's Scandal,Plagiarism,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,PM's Position in EU Integration,Neutral,Party Affiliation,Liberal Democrats,Gender,Female,No Scandal,Sexual Harassment,Neutral,Labour Party,Oppose EU Integration,Labour Party,Male
