IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Q3_First Click,Q3_Last Click,Q3_Page Submit,Q3_Click Count,Q4,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,F-1-1,F-1-1-1,F-1-2,F-1-1-2,F-1-3,F-1-1-3,F-1-4,F-1-1-4,F-1-2-1,F-1-2-2,F-1-2-3,F-1-2-4,F-2-1,F-2-1-1,F-2-2,F-2-1-2,F-2-3,F-2-1-3,F-2-4,F-2-1-4,F-2-2-1,F-2-2-2,F-2-2-3,F-2-2-4,F-1-5,F-1-1-5,F-1-6,F-1-1-6,F-1-2-5,F-1-2-6,F-2-5,F-2-1-5,F-2-6,F-2-1-6,F-2-2-5,F-2-2-6,F-1-7,F-1-1-7,F-1-2-7,F-2-7,F-2-1-7,F-2-2-7
155.245.28.10,100,65,TRUE,2018/6/4 07:12,R_wSsCbLP1T3A14xX,,,,,51.90859985,0.920898438,anonymous,EN,0,0,42.289,0,10.945,10.945,12.849,1,Minister 1,9.84,9.84,10.757,1,Minister 2,Gender,Female,PM's Partisanship,Labour Party,Scandal,Having an Extramarital Affair,Party Affiliation,Labour Party,Female,Labour Party,Sexual Harassment,Labour Party,Gender,Male,PM's Partisanship,Conservative Party,Scandal,Having an Extramarital Affair,Party Affiliation,Liberal Democrats,Male,Labour Party,Plagiarism,Labour Party,EU Integration,Oppose EU Integration,PM's Scandal,Misreporting Funds,Support EU Integration,Misreporting Funds,EU Integration,Oppose EU Integration,PM's Scandal,No Scandal,Support EU Integration,Sexual Harassment,PM's Position in EU Integration,Support EU Integration,Neutral,PM's Position in EU Integration,Neutral,Support EU Integration
155.245.28.14,100,91,TRUE,2018/6/4 07:15,R_2sSbsMk7Be61lTM,,,,,51.90859985,0.920898438,anonymous,EN,0,0,37.663,0,27.958,27.958,30.232,1,Minister 2,25.56,25.56,26.615,1,Minister 1,Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Misreporting Funds,Oppose EU Integration,Oppose EU Integration,Conservative Party,Scandal,No Scandal,PM's Position in EU Integration,Support EU Integration,EU Integration,Support EU Integration,PM's Partisanship,Labour Party,Sexual Harassment,Support EU Integration,Support EU Integration,Conservative Party,Gender,Male,PM's Scandal,Plagiarism,Male,No Scandal,Gender,Male,PM's Scandal,Having an Extramarital Affair,Male,Sexual Harassment,Party Affiliation,Liberal Democrats,Liberal Democrats,Party Affiliation,Labour Party,Liberal Democrats
155.245.28.2,100,36,TRUE,2018/6/4 07:36,R_3NJRwe7cp7wUUnB,,,,,51.90859985,0.920898438,anonymous,EN,0,0,5.776,0,13.649,13.649,15.382,1,Minister 2,13.678,13.678,15.349,1,Minister 2,Scandal,Having an Extramarital Affair,Party Affiliation,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Male,Misreporting Funds,Labour Party,Neutral,Female,Scandal,Sexual Harassment,Party Affiliation,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,Having an Extramarital Affair,Liberal Democrats,Oppose EU Integration,Female,PM's Scandal,Misreporting Funds,PM's Partisanship,Conservative Party,No Scandal,Labour Party,PM's Scandal,Sexual Harassment,PM's Partisanship,Labour Party,No Scandal,Conservative Party,EU Integration,Oppose EU Integration,Support EU Integration,EU Integration,Oppose EU Integration,Support EU Integration
155.245.28.9,100,41,TRUE,2018/6/4 07:37,R_3J2vSQlAN7ALzv1,,,,,51.90859985,0.920898438,anonymous,EN,0,0,5.296,0,17.571,17.571,19.367,1,Minister 2,10.706,10.706,17,1,Minister 2,PM's Scandal,Sexual Harassment,Scandal,Sexual Harassment,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Plagiarism,Sexual Harassment,Oppose EU Integration,Labour Party,PM's Scandal,No Scandal,Scandal,Misreporting Funds,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,Having an Extramarital Affair,Plagiarism,Support EU Integration,Conservative Party,EU Integration,Oppose EU Integration,Gender,Male,Neutral,Male,EU Integration,Oppose EU Integration,Gender,Male,Oppose EU Integration,Male,Party Affiliation,Liberal Democrats,Labour Party,Party Affiliation,Liberal Democrats,Conservative Party
155.245.28.8,100,60,TRUE,2018/6/4 07:37,R_20Nam7Gg9V520gV,,,,,51.90859985,0.920898438,anonymous,EN,0,0,24.624,0,10.174,10.174,11.296,1,Minister 2,19.169,19.169,25.557,1,Minister 1,Party Affiliation,Conservative Party,Scandal,Sexual Harassment,EU Integration,Neutral,PM's Scandal,Sexual Harassment,Labour Party,Plagiarism,Neutral,Misreporting Funds,Party Affiliation,Conservative Party,Scandal,No Scandal,EU Integration,Support EU Integration,PM's Scandal,Plagiarism,Conservative Party,Misreporting Funds,Oppose EU Integration,No Scandal,PM's Partisanship,Conservative Party,Gender,Male,Labour Party,Male,PM's Partisanship,Conservative Party,Gender,Male,Conservative Party,Female,PM's Position in EU Integration,Support EU Integration,Support EU Integration,PM's Position in EU Integration,Oppose EU Integration,Neutral
155.245.28.10,100,58,TRUE,2018/6/4 07:37,R_3O6uWNtUHlUykZt,,,,,51.90859985,0.920898438,anonymous,EN,0,0,15.826,0,19.439,19.439,21.143,1,Minister 2,21.076,21.076,22.39,1,Minister 2,PM's Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Conservative Party,Having an Extramarital Affair,Conservative Party,Neutral,Conservative Party,PM's Scandal,Misreporting Funds,Party Affiliation,Labour Party,PM's Position in EU Integration,Neutral,PM's Partisanship,Labour Party,No Scandal,Conservative Party,Support EU Integration,Conservative Party,EU Integration,Neutral,Scandal,Having an Extramarital Affair,Support EU Integration,Having an Extramarital Affair,EU Integration,Neutral,Scandal,Having an Extramarital Affair,Support EU Integration,No Scandal,Gender,Female,Female,Gender,Female,Female
155.245.28.12,100,64,TRUE,2018/6/4 07:39,R_b7mSdcT2c6tHdHb,,,,,51.90859985,0.920898438,anonymous,EN,33.661,33.661,36.658,1,13.566,13.566,14.614,1,Minister 2,12.955,12.955,14.506,1,Minister 2,Gender,Male,PM's Scandal,Plagiarism,PM's Position in EU Integration,Neutral,Party Affiliation,Labour Party,Male,No Scandal,Support EU Integration,Liberal Democrats,Gender,Female,PM's Scandal,Misreporting Funds,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Male,Having an Extramarital Affair,Support EU Integration,Conservative Party,EU Integration,Support EU Integration,Scandal,No Scandal,Neutral,Plagiarism,EU Integration,Oppose EU Integration,Scandal,Plagiarism,Support EU Integration,Having an Extramarital Affair,PM's Partisanship,Labour Party,Conservative Party,PM's Partisanship,Conservative Party,Conservative Party
155.245.28.11,100,106,TRUE,2018/6/4 07:40,R_OiKKUOh20mFfJuh,,,,,51.90859985,0.920898438,anonymous,EN,0,0,67.676,0,13.991,13.991,15.231,1,Minister 1,26.563,26.563,27.516,1,Minister 2,EU Integration,Neutral,Scandal,Misreporting Funds,PM's Position in EU Integration,Neutral,Party Affiliation,Labour Party,Neutral,Misreporting Funds,Support EU Integration,Conservative Party,EU Integration,Support EU Integration,Scandal,Misreporting Funds,PM's Position in EU Integration,Support EU Integration,Party Affiliation,Labour Party,Support EU Integration,Having an Extramarital Affair,Support EU Integration,Conservative Party,PM's Partisanship,Labour Party,PM's Scandal,Plagiarism,Conservative Party,Misreporting Funds,PM's Partisanship,Labour Party,PM's Scandal,Sexual Harassment,Conservative Party,Plagiarism,Gender,Male,Female,Gender,Male,Male
155.245.28.11,100,43,TRUE,2018/6/4 08:05,R_1H64PaOlpxILbQf,,,,,51.90859985,0.920898438,anonymous,EN,0,0,13.277,0,20.539,20.539,21.669,1,Minister 2,7.037,7.037,8.352,1,Minister 1,PM's Position in EU Integration,Oppose EU Integration,PM's Partisanship,Labour Party,Gender,Male,Scandal,Sexual Harassment,Neutral,Conservative Party,Male,Sexual Harassment,PM's Position in EU Integration,Neutral,PM's Partisanship,Conservative Party,Gender,Female,Scandal,Having an Extramarital Affair,Neutral,Conservative Party,Male,Misreporting Funds,PM's Scandal,Plagiarism,Party Affiliation,Labour Party,Plagiarism,Conservative Party,PM's Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,Having an Extramarital Affair,Liberal Democrats,EU Integration,Neutral,Oppose EU Integration,EU Integration,Neutral,Support EU Integration
155.245.28.4,100,70,TRUE,2018/6/4 08:07,R_2dXyPCgnStVgU1R,,,,,51.90859985,0.920898438,anonymous,EN,0,0,31.668,0,10.595,23.524,24.492,2,Minister 2,13.321,13.321,15.401,1,Minister 1,Gender,Male,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Scandal,Misreporting Funds,Male,Labour Party,Labour Party,Sexual Harassment,Gender,Female,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,Scandal,Plagiarism,Male,Conservative Party,Conservative Party,No Scandal,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Support EU Integration,Neutral,Support EU Integration,EU Integration,Neutral,PM's Position in EU Integration,Support EU Integration,Oppose EU Integration,Support EU Integration,PM's Scandal,No Scandal,Misreporting Funds,PM's Scandal,No Scandal,Misreporting Funds
155.245.28.8,100,29,TRUE,2018/6/4 08:10,R_1ia4OOPQg3p42pp,,,,,51.90859985,0.920898438,anonymous,EN,0,0,8.637,0,11.82,11.82,13.425,1,Minister 2,6.129,6.129,6.765,1,Minister 2,Scandal,Sexual Harassment,Party Affiliation,Conservative Party,PM's Position in EU Integration,Neutral,EU Integration,Neutral,No Scandal,Labour Party,Oppose EU Integration,Support EU Integration,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Support EU Integration,EU Integration,Support EU Integration,No Scandal,Conservative Party,Neutral,Oppose EU Integration,Gender,Male,PM's Partisanship,Conservative Party,Male,Labour Party,Gender,Female,PM's Partisanship,Conservative Party,Female,Conservative Party,PM's Scandal,Misreporting Funds,No Scandal,PM's Scandal,Misreporting Funds,Having an Extramarital Affair
155.245.28.2,100,16,TRUE,2018/6/4 08:33,R_XMvILLQtSW9MD3X,,,,,51.90859985,0.920898438,anonymous,EN,0,0,9.622,0,2.6,2.6,3.588,1,Minister 1,0.422,0.422,1.128,1,Minister 1,PM's Position in EU Integration,Neutral,EU Integration,Neutral,Gender,Male,PM's Partisanship,Conservative Party,Support EU Integration,Support EU Integration,Female,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Support EU Integration,Gender,Male,PM's Partisanship,Conservative Party,Oppose EU Integration,Neutral,Male,Conservative Party,Party Affiliation,Conservative Party,PM's Scandal,Having an Extramarital Affair,Liberal Democrats,Misreporting Funds,Party Affiliation,Conservative Party,PM's Scandal,Plagiarism,Conservative Party,Sexual Harassment,Scandal,No Scandal,Sexual Harassment,Scandal,No Scandal,No Scandal
155.245.28.10,100,6,TRUE,2018/6/4 08:34,R_blTbhpUPxK2Oann,,,,,51.90859985,0.920898438,anonymous,EN,0,0,1.57,0,0.577,0.577,1.408,1,Minister 2,0.169,0.169,1.147,1,Minister 1,EU Integration,Support EU Integration,Party Affiliation,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Scandal,No Scandal,Support EU Integration,Labour Party,Support EU Integration,No Scandal,EU Integration,Support EU Integration,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Neutral,Scandal,Misreporting Funds,Neutral,Labour Party,Support EU Integration,No Scandal,Gender,Female,PM's Scandal,Sexual Harassment,Male,Sexual Harassment,Gender,Female,PM's Scandal,Misreporting Funds,Male,Sexual Harassment,PM's Partisanship,Labour Party,Labour Party,PM's Partisanship,Conservative Party,Labour Party
155.245.28.11,100,61,TRUE,2018/6/4 08:37,R_3LiHbBJeXkgV4EV,,,,,51.90859985,0.920898438,anonymous,EN,26.376,26.376,29.621,1,21.079,21.079,22.149,1,Minister 2,10.265,10.265,11.114,1,Minister 1,PM's Position in EU Integration,Support EU Integration,EU Integration,Oppose EU Integration,Gender,Male,PM's Partisanship,Labour Party,Support EU Integration,Neutral,Female,Conservative Party,PM's Position in EU Integration,Neutral,EU Integration,Oppose EU Integration,Gender,Female,PM's Partisanship,Labour Party,Support EU Integration,Neutral,Female,Conservative Party,Party Affiliation,Labour Party,Scandal,Misreporting Funds,Conservative Party,No Scandal,Party Affiliation,Labour Party,Scandal,No Scandal,Liberal Democrats,Misreporting Funds,PM's Scandal,Having an Extramarital Affair,No Scandal,PM's Scandal,Plagiarism,Misreporting Funds
155.245.28.17,100,73,TRUE,2018/6/4 08:38,R_qQQSVZ2WhlYPBx7,,,,,51.90859985,0.920898438,anonymous,EN,0,0,13.623,0,30.117,30.117,30.867,1,Minister 2,23.593,23.593,30.328,1,Minister 1,PM's Partisanship,Conservative Party,Party Affiliation,Liberal Democrats,PM's Position in EU Integration,Support EU Integration,Gender,Female,Conservative Party,Liberal Democrats,Support EU Integration,Male,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,PM's Position in EU Integration,Oppose EU Integration,Gender,Female,Conservative Party,Liberal Democrats,Neutral,Female,EU Integration,Oppose EU Integration,Scandal,Misreporting Funds,Oppose EU Integration,No Scandal,EU Integration,Support EU Integration,Scandal,No Scandal,Neutral,Misreporting Funds,PM's Scandal,No Scandal,Sexual Harassment,PM's Scandal,Plagiarism,Having an Extramarital Affair
155.245.28.4,100,40,TRUE,2018/6/4 08:38,R_1eJoQl06UDEB4PQ,,,,,51.90859985,0.920898438,anonymous,EN,0,0,3.619,0,11.015,11.015,12.16,1,Minister 2,23.633,23.633,24.508,1,Minister 1,EU Integration,Neutral,PM's Position in EU Integration,Neutral,Gender,Female,PM's Scandal,Misreporting Funds,Neutral,Neutral,Female,Sexual Harassment,EU Integration,Oppose EU Integration,PM's Position in EU Integration,Support EU Integration,Gender,Male,PM's Scandal,Plagiarism,Support EU Integration,Oppose EU Integration,Female,Sexual Harassment,Scandal,Sexual Harassment,Party Affiliation,Liberal Democrats,Having an Extramarital Affair,Conservative Party,Scandal,Plagiarism,Party Affiliation,Labour Party,Sexual Harassment,Conservative Party,PM's Partisanship,Conservative Party,Conservative Party,PM's Partisanship,Labour Party,Conservative Party
155.245.28.15,100,25,TRUE,2018/6/4 08:38,R_cHYMWx6ZUhszzZ7,,,,,51.90859985,0.920898438,anonymous,EN,0,0,5.286,0,5.692,5.692,6.8,1,Minister 1,11.226,11.226,12.146,1,Minister 2,PM's Position in EU Integration,Neutral,PM's Partisanship,Labour Party,Party Affiliation,Labour Party,Gender,Female,Neutral,Conservative Party,Conservative Party,Male,PM's Position in EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Party Affiliation,Conservative Party,Gender,Female,Support EU Integration,Conservative Party,Liberal Democrats,Female,PM's Scandal,No Scandal,Scandal,Misreporting Funds,Misreporting Funds,Having an Extramarital Affair,PM's Scandal,Having an Extramarital Affair,Scandal,Sexual Harassment,Misreporting Funds,Sexual Harassment,EU Integration,Neutral,Oppose EU Integration,EU Integration,Support EU Integration,Support EU Integration
155.245.28.12,100,36,TRUE,2018/6/4 08:38,R_agxAzbpMmoLbUml,,,,,51.90859985,0.920898438,anonymous,EN,0,0,14.76,0,10.735,10.735,11.649,1,Minister 1,8.105,8.105,9.26,1,Minister 2,Scandal,No Scandal,Party Affiliation,Labour Party,Gender,Female,PM's Position in EU Integration,Support EU Integration,Having an Extramarital Affair,Liberal Democrats,Male,Support EU Integration,Scandal,Misreporting Funds,Party Affiliation,Conservative Party,Gender,Female,PM's Position in EU Integration,Oppose EU Integration,Plagiarism,Labour Party,Male,Support EU Integration,PM's Scandal,Plagiarism,PM's Partisanship,Labour Party,Plagiarism,Conservative Party,PM's Scandal,Having an Extramarital Affair,PM's Partisanship,Conservative Party,Misreporting Funds,Labour Party,EU Integration,Oppose EU Integration,Oppose EU Integration,EU Integration,Neutral,Oppose EU Integration
155.245.28.14,100,69,TRUE,2018/6/4 08:40,R_3D6jlns64xfXFyR,,,,,51.90859985,0.920898438,anonymous,EN,38.627,38.627,40.326,1,15.784,15.784,17,1,Minister 1,12.868,12.868,13.738,1,Minister 1,EU Integration,Neutral,Party Affiliation,Conservative Party,Gender,Male,PM's Position in EU Integration,Neutral,Oppose EU Integration,Labour Party,Male,Oppose EU Integration,EU Integration,Oppose EU Integration,Party Affiliation,Liberal Democrats,Gender,Female,PM's Position in EU Integration,Neutral,Neutral,Liberal Democrats,Male,Neutral,PM's Partisanship,Conservative Party,Scandal,Misreporting Funds,Labour Party,Plagiarism,PM's Partisanship,Conservative Party,Scandal,Sexual Harassment,Conservative Party,Sexual Harassment,PM's Scandal,Having an Extramarital Affair,Sexual Harassment,PM's Scandal,No Scandal,Plagiarism
155.245.28.9,100,57,TRUE,2018/6/4 08:41,R_1BPIMzFkA0vYPwe,,,,,51.90859985,0.920898438,anonymous,EN,0,0,9.656,0,20.794,23.924,32.967,2,Minister 1,13.886,13.886,16.224,1,Minister 1,Gender,Female,PM's Position in EU Integration,Oppose EU Integration,EU Integration,Neutral,Party Affiliation,Labour Party,Female,Oppose EU Integration,Neutral,Liberal Democrats,Gender,Female,PM's Position in EU Integration,Neutral,EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Male,Neutral,Oppose EU Integration,Labour Party,PM's Partisanship,Labour Party,Scandal,Misreporting Funds,Conservative Party,Misreporting Funds,PM's Partisanship,Conservative Party,Scandal,Misreporting Funds,Labour Party,No Scandal,PM's Scandal,Having an Extramarital Affair,Plagiarism,PM's Scandal,Misreporting Funds,Sexual Harassment
155.245.28.8,100,76,TRUE,2018/6/4 08:41,R_2bHLk6YKFvr9Fuj,,,,,51.90859985,0.920898438,anonymous,EN,0,0,26.396,0,36.633,36.633,38.291,1,Minister 2,13.407,13.407,14.055,1,Minister 2,Scandal,Plagiarism,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,No Scandal,Party Affiliation,Liberal Democrats,Plagiarism,Support EU Integration,Plagiarism,Liberal Democrats,Scandal,Having an Extramarital Affair,PM's Position in EU Integration,Oppose EU Integration,PM's Scandal,No Scandal,Party Affiliation,Conservative Party,No Scandal,Oppose EU Integration,No Scandal,Labour Party,PM's Partisanship,Conservative Party,EU Integration,Support EU Integration,Conservative Party,Neutral,PM's Partisanship,Conservative Party,EU Integration,Neutral,Labour Party,Oppose EU Integration,Gender,Female,Female,Gender,Male,Female
155.245.28.13,100,75,TRUE,2018/6/4 08:42,R_2Sfzu4pmbW1ZLzU,,,,,51.90859985,0.920898438,anonymous,EN,0,0,28.235,0,19.725,19.725,22.774,1,Minister 2,24.198,24.198,25.734,1,Minister 1,Scandal,Plagiarism,PM's Scandal,Having an Extramarital Affair,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,Plagiarism,No Scandal,Oppose EU Integration,Conservative Party,Scandal,Sexual Harassment,PM's Scandal,Plagiarism,EU Integration,Support EU Integration,PM's Partisanship,Conservative Party,No Scandal,Sexual Harassment,Neutral,Labour Party,PM's Position in EU Integration,Oppose EU Integration,Party Affiliation,Conservative Party,Neutral,Conservative Party,PM's Position in EU Integration,Neutral,Party Affiliation,Liberal Democrats,Oppose EU Integration,Labour Party,Gender,Female,Female,Gender,Female,Male
